Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,ARDUINOID
0.7170,1.20,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,-0.0250,1.2160,0.0000,1.2160,0.0250,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000,1.2160,-0.0250,1.2160,0.0000,1.2160,0.0000,1
1.4540,1.17,1.1840,0.0000,1.1850,0.0000,1.1870,0.0000,1.1840,0.0250,1.1850,0.0000,1.1840,0.0000,1.1850,0.0000,1.1850,0.0000,1.1840,0.0000,1.1840,0.0000,1.1840,0.0000,1.1850,0.0000,1.1840,0.0000,1.1840,0.0000,1.1860,0.0000,1.1840,-0.0250,1
2.1910,1.14,1.1560,0.0000,1.1560,-0.0250,1.1560,0.0000,1.1560,0.0000,1.1540,-0.0250,1.1550,0.0250,1.1550,0.0000,1.1560,-0.0250,1.1550,0.0000,1.1550,0.0000,1.1550,0.0000,1.1540,0.0000,1.1560,0.0000,1.1540,0.0000,1.1560,0.0000,1.1560,0.0000,1
2.9290,1.11,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1210,0.0000,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1210,0.0000,1.1200,0.0000,1.1230,0.0000,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1210,0.0000,1.1210,0.0000,1
3.6650,1.08,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0250,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1
4.4020,1.05,1.0570,0.0000,1.0580,0.0000,1.0590,0.0000,1.0580,0.0000,1.0580,0.0000,1.0560,0.0000,1.0590,0.0250,1.0570,0.0000,1.0580,0.0000,1.0580,0.0000,1.0560,0.0000,1.0580,0.0000,1.0580,0.0000,1.0570,0.0000,1.0570,0.0000,1.0570,-0.0250,1
5.1400,1.02,1.0280,0.0250,1.0280,0.0000,1.0280,0.0000,1.0290,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0000,1.0290,0.0000,1.0280,0.0000,1.0280,0.0000,1.0280,0.0250,1.0290,0.0250,1
5.8770,0.99,1.0080,0.0000,1.0080,0.0000,1.0080,0.0000,1.0060,0.0000,1.0080,0.0000,1.0040,0.0000,1.0060,0.0000,1.0060,0.0000,1.0080,0.0000,1.0080,0.0000,1.0060,0.0000,1.0080,0.0000,1.0080,0.0000,1.0060,0.0000,1.0080,-0.0250,1.0060,0.0000,1
6.6140,0.96,0.9770,0.0000,0.9770,0.0000,0.9760,0.0000,0.9760,0.0000,0.9760,0.0000,0.9770,0.0000,0.9760,0.0000,0.9760,0.0000,0.9760,0.0000,0.9760,0.0250,0.9760,0.0500,0.9760,0.0000,0.9760,0.0000,0.9760,0.0000,0.9760,0.0000,0.9760,0.0000,1
7.3510,0.93,0.9480,0.0000,0.9480,0.0250,0.9350,-0.0250,0.9480,0.0000,0.9480,0.0250,0.9340,0.0000,0.9480,0.0000,0.9480,0.0000,0.9480,0.0000,0.9480,0.0250,0.9350,0.0000,0.9480,0.0000,0.9350,0.0000,0.9480,0.0000,0.9480,0.0000,0.9480,0.0000,1
8.0880,0.90,0.8960,0.0000,0.8960,0.0000,0.9010,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,-0.0250,0.8960,0.0250,0.8960,-0.0250,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0250,0.8960,0.0000,1
8.8250,0.87,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,-0.0250,0.7690,-0.0250,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,-0.0250,0.7680,0.0000,0.7680,0.0000,1
9.5620,0.84,0.8360,0.0000,0.8360,0.0000,0.8360,0.0000,0.8360,-0.0250,0.8360,0.0000,0.8350,0.0000,0.8350,0.0000,0.8350,0.0000,0.8360,0.0000,0.8360,0.0000,0.8360,0.0000,0.8360,0.0000,0.8350,0.0000,0.8350,0.0000,0.8350,0.0000,0.8350,0.0000,1
10.3000,0.81,0.8180,0.0000,0.8180,0.0250,0.8040,0.0250,0.7880,0.0000,0.8320,0.0000,0.8170,0.0000,0.8030,0.0000,0.8170,0.0000,0.8320,0.0000,0.8170,0.0000,0.8030,0.0000,0.8180,0.0000,0.8030,0.0000,0.8180,0.0000,0.8180,-0.0250,0.8020,0.0000,1
11.0370,0.78,0.8000,-0.0250,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,-0.0250,0.8000,-0.0250,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,0.8000,0.0000,1
11.7740,0.75,0.7690,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,-0.0250,0.7690,0.0000,0.7680,0.0000,0.7680,-0.0250,0.7680,0.0000,0.7680,0.0000,0.7680,0.0000,0.7680,-0.0250,0.7690,0.0000,0.7680,0.0000,0.7680,0.0000,0.7690,0.0000,0.7690,-0.0250,1
12.5110,0.72,0.7400,0.0000,0.7390,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0000,0.7400,0.0250,1
13.2490,0.69,0.7060,0.0250,0.7040,0.0000,0.7040,0.0000,0.7060,0.0000,0.7040,0.0000,0.7040,-0.0250,0.7060,0.0000,0.7040,0.0000,0.7040,0.0000,0.7050,-0.0250,0.7050,0.0000,0.7060,0.0000,0.7050,0.0000,0.7070,0.0000,0.7060,0.0000,0.7060,0.0000,1
13.9870,0.66,0.6720,0.0250,0.6720,0.0250,0.6720,0.0250,0.6720,0.0000,0.6720,0.0250,0.6720,0.0000,0.6720,0.0500,0.6720,0.0000,0.6720,0.0750,0.6720,0.0000,0.6720,0.0500,0.6720,0.0000,0.6720,0.0000,0.6720,0.0000,0.6720,0.0000,0.6720,0.0000,1
14.7250,0.63,0.6440,0.0000,0.6430,0.0500,0.6430,0.0250,0.6440,0.0000,0.6420,0.0000,0.6440,0.0500,0.6440,0.0250,0.6440,0.0750,0.6430,0.0000,0.6420,0.0000,0.6400,0.0250,0.6420,0.0250,0.6430,0.0500,0.6440,0.0000,0.6430,0.0000,0.6440,0.0000,1
15.4630,0.60,0.6150,0.0000,0.6120,0.0250,0.6150,-0.0250,0.6130,0.0500,0.6150,0.0000,0.6120,0.0000,0.6150,0.0250,0.6130,0.0000,0.6120,0.0000,0.6120,0.0000,0.6120,0.0000,0.6130,0.0000,0.6190,0.0250,0.6150,0.0250,0.6120,0.0250,0.6150,0.0000,1
16.2010,0.57,0.5920,0.0000,0.5920,0.0000,0.5920,0.0250,0.5920,0.0000,0.5920,0.0000,0.5920,0.0000,0.5920,0.0250,0.5920,0.0000,0.5920,0.0000,0.5920,0.0000,0.5920,0.0000,0.5920,0.0000,0.5900,0.0000,0.5920,0.0500,0.5920,0.0000,0.5920,0.0250,1
16.9380,0.54,0.5620,0.0000,0.5610,0.0000,0.5620,0.0000,0.5630,0.0000,0.5640,0.0250,0.5640,0.0000,0.5610,0.0000,0.5630,0.0000,0.5620,0.0000,0.5620,0.0000,0.5610,0.0000,0.5630,0.0000,0.5610,0.0250,0.5620,0.0000,0.5620,0.0000,0.5620,0.0000,1
17.6740,0.51,0.5290,0.0000,0.5320,0.0000,0.5330,0.0000,0.5340,0.0000,0.5280,0.0000,0.5320,0.0000,0.5350,0.0000,0.5340,0.0000,0.5340,0.0000,0.5330,0.0000,0.5270,0.0250,0.5340,0.0000,0.5270,0.0000,0.5330,0.0000,0.5290,0.0000,0.5340,0.0500,1
18.4120,0.48,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0000,0.0000,0.0000,0.1260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,1
19.1490,0.45,0.4480,0.0000,0.4480,0.0000,0.4480,0.0000,0.4480,0.0000,0.4480,0.0250,0.4480,0.0000,0.4480,0.0250,0.4480,0.0000,0.4480,0.0250,0.4480,-0.0250,0.4480,0.0250,0.4480,0.0000,0.4480,0.0500,0.4480,0.0000,0.4480,0.0000,0.4490,0.0250,1
19.8860,0.42,0.3880,0.0000,0.3880,0.0000,0.3870,0.0000,0.3880,0.0000,0.3880,0.0000,0.3880,0.0000,0.3880,0.0000,0.3880,0.0000,0.3880,0.0000,0.4030,0.0000,0.3890,0.0250,0.3880,0.0000,0.3880,0.0250,0.3880,0.0000,0.3880,0.0000,0.3880,0.0000,1
20.6230,0.39,0.4160,0.0000,0.4020,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0000,0.4100,0.0000,0.4160,0.0000,0.4160,0.0000,0.4160,0.0250,0.4160,0.0000,0.4160,0.0000,1
21.3610,0.36,0.3840,0.0000,0.3840,0.0000,0.3840,-0.0250,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0250,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,0.3840,0.0000,1
22.0980,0.33,0.3530,0.0000,0.3520,0.0000,0.3520,0.0000,0.3520,0.0000,0.3520,0.0000,0.3520,0.0000,0.3520,0.0250,0.3530,0.0000,0.3530,0.0000,0.3520,-0.0250,0.3520,0.0000,0.3520,0.0000,0.3520,0.0000,0.3520,0.0000,0.3530,0.0000,0.3520,0.0000,1
22.8350,0.30,0.3250,0.0000,0.3250,0.0000,0.3240,0.0250,0.3240,0.0000,0.3240,0.0000,0.3240,0.0000,0.3240,0.0000,0.3240,0.0250,0.3240,0.0250,0.3240,0.0250,0.3250,0.0250,0.3250,0.0000,0.3250,0.0000,0.3250,0.0000,0.3240,0.0250,0.3240,0.0250,1
23.5730,0.27,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,0.2880,0.0250,0.2900,0.0000,0.2880,0.0250,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,0.2880,0.0250,0.2880,0.0000,0.2880,0.0000,0.2880,0.0000,1
24.3100,0.24,0.2560,0.0000,0.2570,0.0000,0.2560,0.0000,0.2570,0.0000,0.2560,0.0000,0.2570,0.0000,0.2560,0.0250,0.2580,0.0000,0.2590,0.0000,0.2560,0.0000,0.2590,0.0000,0.2560,0.0000,0.2570,0.0250,0.2560,0.0000,0.2580,0.0250,0.2570,0.0000,1
25.0470,0.21,0.2370,0.0000,0.2280,0.0250,0.2310,0.0000,0.2310,0.0000,0.2310,0.0000,0.2300,0.0000,0.2280,0.0000,0.2310,0.0000,0.2310,0.0000,0.2310,0.0000,0.2310,0.0000,0.2310,0.0000,0.2280,0.0250,0.2340,0.0000,0.2310,0.0000,0.2280,0.0000,1
25.7840,0.18,0.2080,0.0000,0.2080,0.0250,0.2080,0.0000,0.2080,0.0000,0.2080,0.0000,0.2080,0.0000,0.2080,0.0250,0.2080,0.0500,0.2080,0.0000,0.2080,0.0250,0.2080,0.0000,0.2080,0.0000,0.2080,0.0000,0.2080,0.0000,0.2080,0.0000,0.2080,0.0250,1
26.5220,0.15,0.1760,0.0000,0.1770,0.0000,0.1760,0.0500,0.1760,0.0000,0.1760,0.0000,0.1760,0.0250,0.1760,0.0000,0.1760,0.0250,0.1760,0.0000,0.1760,0.0250,0.1760,0.0500,0.1760,0.0250,0.1760,0.0250,0.1760,0.0000,0.1760,0.0000,0.1760,0.0000,1
27.2590,0.12,0.1490,0.0250,0.1490,0.0250,0.1500,0.0000,0.1480,0.0000,0.1480,0.0000,0.1500,0.0000,0.1490,0.0000,0.1480,0.0000,0.1500,0.0000,0.1480,0.0000,0.1500,0.0000,0.1490,0.0000,0.1480,0.0000,0.1500,0.0250,0.1500,0.0250,0.1500,0.0000,1
27.9960,0.09,0.1200,0.0000,0.1200,0.0000,0.1200,0.0000,0.1200,0.0250,0.1200,0.0250,0.0900,0.0000,0.0900,0.0000,0.0900,0.0000,0.0900,-0.0250,0.1200,0.0000,0.1190,0.0000,0.0900,0.0250,0.1180,0.0000,0.1200,0.0000,0.0890,0.0000,0.1200,0.0000,1
