Voltage Range: ,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
254.3490, 0.86, 2.35, 0.51, -1532370.87, 0.17, 3.16, -7242.83, -25.08, -77.28, 2.39, 0.74, 3.57, 0.73, -1.73, 0.29, 3.70, 0.77, 332.40, 1.24, 0.06, -1401976.87, 3.08, 0.36, -4.40, 0.50, 0.03, 22778.30, 0.12, 0.88, 0.16, 0.49, -122218.00, -28159.60, -83631.25, 0.77, 2.96, 1.28, -4.36, 0.97, 0.12, 1.06, 1.88, -0.00, 0.09, -1852.02, 4.20, 1.13, -1.03, 0.60, 0.14, 0.90, 0.13, 0.55, 0.35, 0.01, -237150.45, 0.61, -2621589.00, 0.02, -11696.21, 1.13, 0.08, 1.08, 0.09, 499.5942, 11.1622, 3.5350, -217.8659, 702.9641, 17.1548, -8.1798, 7.0830, 16.5853, 0.5069, 15.6947, 9.5043, -33070738.0000, 0.9107, 1.0705, 12.1327, 21.4369, 987867.3750, -3463.4370, 7116543.0000, 12.9779, -0.0000, 21.3210, -31251538.0000, 0.5537, 0.7349, 1.2361, -2.0815, -31.5185, 0.1227, 0.5903, 0.5980, 0
258.9630, 0.86, 2.19, 0.50, -255392.12, 0.17, 3.08, -1206.52, -5.13, -12.40, 2.71, 0.75, 3.31, 0.73, -1.70, 0.28, 4.03, 0.77, 57.92, 1.24, 0.04, -233662.18, 3.06, 0.37, 2.40, 0.50, 0.04, 3797.39, 0.12, 0.98, 0.19, 0.49, -20366.20, -4692.70, -13934.79, 0.77, 3.13, 1.29, -4.79, 0.97, 0.14, 1.06, 2.06, -0.00, 0.08, -307.94, 4.20, 1.14, -1.02, 0.59, 0.12, 0.89, 0.15, 0.54, 0.36, 0.02, -39542.92, 0.62, -436935.00, 0.02, -1948.53, 1.13, 0.08, 1.09, 0.05, 93.3317, 11.7519, 3.4530, -40.9132, 125.8574, 16.0970, -8.0721, 7.4716, 15.3423, 0.3543, 15.7869, 9.1153, -5511789.0000, 0.9361, 1.2617, 12.9550, 20.0846, 164657.7031, -611.4379, 1186091.1250, 14.2467, -0.0000, 23.4498, -5208596.0000, 0.4725, 0.8933, 1.2466, -2.1759, -19.4815, 0.1069, 0.5880, 0.3366, 0
263.5760, 0.86, 2.13, 0.50, -42562.51, 0.16, 3.35, -200.46, -2.09, -1.58, 2.74, 0.74, 3.49, 0.73, -1.92, 0.27, 4.29, 0.76, 12.19, 1.24, 0.07, -38943.04, 3.29, 0.38, 3.35, 0.50, 0.07, 633.91, 0.10, 1.01, 0.20, 0.47, -3390.80, -781.56, -2318.66, 0.77, 2.95, 1.30, -5.20, 0.97, 0.14, 1.06, 2.06, -0.00, 0.06, -50.59, 3.92, 1.15, -1.12, 0.57, 0.17, 0.88, 0.16, 0.52, 0.36, 0.02, -6608.25, 0.63, -72826.08, 0.02, -323.87, 1.13, 0.08, 1.08, 0.09, 25.4352, 11.3035, 3.5662, -12.8710, 29.5706, 16.7015, -9.0790, 7.6217, 15.0463, 0.5986, 16.8031, 8.7947, -918631.2500, 0.8159, 1.3082, 13.1100, 19.8024, 27455.0781, -139.2525, 197682.5625, 14.2279, -0.0000, 22.4122, -868106.3750, 0.6365, 0.9114, 1.2249, -2.1834, -18.0751, 0.1230, 0.5876, 0.6420, 0
268.1870, 0.86, 2.07, 0.50, -7090.82, 0.16, 3.19, -32.77, -1.61, 0.22, 2.77, 0.73, 3.43, 0.74, -1.92, 0.27, 4.18, 0.75, 4.58, 1.24, 0.08, -6489.87, 3.27, 0.37, 3.57, 0.48, 0.11, 106.66, 0.10, 1.01, 0.20, 0.48, -561.65, -129.72, -382.68, 0.76, 3.08, 1.31, -5.67, 0.97, 0.14, 1.06, 2.09, -0.00, 0.06, -7.68, 3.80, 1.16, -1.32, 0.56, 0.13, 0.89, 0.14, 0.51, 0.39, 0.02, -1119.18, 0.63, -12141.21, 0.02, -53.13, 1.14, 0.10, 1.08, 0.10, 13.8393, 11.5021, 3.3183, -8.4675, 13.6119, 16.2257, -9.2227, 7.4021, 14.8541, 0.6394, 16.4065, 8.7169, -153104.8906, 0.7896, 1.3144, 13.1704, 19.2974, 4588.7060, -64.3270, 32947.8242, 14.4549, -0.0000, 22.1349, -144692.9843, 0.4717, 0.8264, 1.3082, -2.2797, -17.5974, 0.1127, 0.7156, 0.6924, 0
272.7970, 0.85, 2.30, 0.50, -1178.87, 0.15, 3.03, -4.81, -2.35, 0.52, 2.58, 0.71, 3.44, 0.75, -1.89, 0.27, 3.93, 0.74, 3.46, 1.24, 0.10, -1081.01, 3.14, 0.38, 3.91, 0.49, 0.09, 18.77, 0.07, 1.02, 0.20, 0.48, -90.41, -21.09, -59.75, 0.76, 3.16, 1.32, -6.21, 0.97, 0.16, 1.06, 2.03, -0.00, 0.04, -0.52, 3.90, 1.17, -1.69, 0.55, 0.15, 0.90, 0.12, 0.50, 0.38, 0.02, -204.33, 0.63, -2027.10, 0.02, -8.04, 1.15, 0.07, 1.07, 0.12, 13.0694, 11.5196, 2.9698, -11.9615, 10.2030, 15.9869, -9.1850, 6.9150, 15.3790, 0.7810, 15.5665, 9.6321, -25517.2695, 0.5201, 1.3274, 12.2872, 20.0502, 777.9605, -56.2224, 5492.1445, 14.0233, -0.0000, 22.9747, -24126.7343, 0.5546, 0.7247, 1.2409, -2.2033, -17.6555, 0.1120, 0.4937, 0.8097, 0
277.4050, 0.86, 2.43, 0.50, -193.83, 0.16, 3.34, -0.16, -2.61, 0.56, 2.46, 0.72, 3.77, 0.75, -2.16, 0.26, 3.99, 0.74, 3.34, 1.24, 0.05, -179.55, 3.42, 0.39, 3.84, 0.48, 0.06, 4.13, 0.09, 1.02, 0.15, 0.47, -11.70, -2.97, -5.81, 0.76, 2.73, 1.34, -6.64, 0.97, 0.11, 1.06, 1.89, -0.00, 0.04, 0.67, 3.70, 1.19, -1.96, 0.56, 0.14, 0.89, 0.12, 0.49, 0.43, 0.02, -51.84, 0.63, -341.28, 0.02, -0.44, 1.16, 0.08, 1.06, 0.10, 13.6426, 10.5813, 3.4397, -13.1971, 9.1848, 17.7408, -10.5627, 6.7681, 15.9585, 0.4000, 16.6502, 9.7552, -4252.7231, 0.7403, 0.9978, 12.3682, 20.9665, 140.5978, -58.1912, 915.8836, 13.0310, -0.0000, 21.8360, -4034.1425, 0.5174, 0.6989, 1.3619, -2.0965, -16.8997, 0.1305, 0.5865, 0.7079, 0
282.0130, 0.86, 2.17, 0.49, -29.27, 0.17, 3.06, 0.62, -2.67, 0.57, 2.69, 0.72, 3.38, 0.74, -1.89, 0.27, 3.96, 0.74, 3.14, 1.24, 0.04, -29.29, 3.17, 0.38, 3.82, 0.47, 0.08, 1.70, 0.10, 1.01, 0.21, 0.48, 1.35, 0.04, 2.82, 0.76, 3.12, 1.35, -7.17, 0.97, 0.13, 1.06, 2.06, -0.00, 0.02, 0.86, 3.98, 1.20, -2.18, 0.55, 0.17, 0.88, 0.22, 0.48, 0.42, 0.02, -26.44, 0.61, -60.13, 0.02, 0.76, 1.17, 0.08, 1.05, 0.08, 12.1533, 11.4255, 3.3685, -13.4985, 10.0897, 15.9272, -9.1414, 6.9475, 15.0057, 0.3365, 15.6073, 9.4762, -708.5835, 0.7828, 1.3725, 12.4689, 19.2449, 36.6912, -63.0002, 153.3837, 14.2462, -0.0000, 23.2855, -686.8131, 0.6206, 1.2592, 1.3300, -2.2652, -15.7235, 0.1129, 0.6066, 0.5706, 0
286.6200, 0.87, 2.21, 0.49, -2.16, 0.16, 3.39, 0.76, -2.89, 0.57, 2.62, 0.71, 3.75, 0.74, -2.13, 0.26, 4.13, 0.74, 3.21, 1.25, 0.07, -4.26, 3.45, 0.39, 3.65, 0.48, 0.10, 1.31, 0.12, 1.01, 0.17, 0.47, 3.69, 0.55, 4.49, 0.76, 2.74, 1.36, -7.63, 0.97, 0.16, 1.06, 1.93, -0.00, 0.05, 0.90, 3.65, 1.19, -2.01, 0.54, 0.18, 0.87, 0.19, 0.47, 0.45, 0.02, -22.22, 0.60, -13.19, 0.02, 1.03, 1.17, 0.06, 1.04, 0.10, 12.4976, 10.5575, 3.5433, -14.8108, 9.6671, 17.3862, -10.2687, 6.9984, 15.4932, 0.5998, 16.7223, 9.2868, -117.8368, 0.9305, 1.1043, 12.6852, 20.2663, 17.1385, -67.4609, 26.4056, 13.2727, -0.0000, 21.5098, -127.2068, 0.6263, 1.0531, 1.3976, -2.2956, -14.9982, 0.1260, 0.4829, 0.6550, 0
291.2260, 0.86, 2.87, 0.50, 2.52, 0.17, 2.98, 0.77, -2.62, 0.57, 2.49, 0.71, 3.52, 0.73, -1.69, 0.27, 3.87, 0.74, 3.23, 1.25, 0.05, -0.09, 3.14, 0.38, 3.96, 0.49, 0.08, 1.25, 0.10, 1.00, 0.23, 0.48, 3.77, 0.62, 4.81, 0.76, 3.07, 1.37, -8.14, 0.97, 0.13, 1.05, 2.17, -0.00, 0.06, 0.90, 4.06, 1.18, -1.77, 0.53, 0.16, 0.86, 0.23, 0.47, 0.38, 0.01, -21.55, 0.59, -5.21, 0.02, 0.99, 1.18, 0.04, 1.04, 0.12, 16.0623, 11.2145, 3.2918, -13.2721, 9.2956, 16.3194, -8.0119, 6.7946, 15.4856, 0.3718, 15.2138, 9.8281, -19.4249, 0.8269, 1.4840, 12.0485, 20.3089, 15.8677, -72.6157, 5.0322, 14.8040, -0.0000, 23.7010, -32.1694, 0.5596, 1.2869, 1.1547, -1.9324, -14.0080, 0.1100, 0.3378, 0.7904, 0
295.8320, 0.87, 2.61, 0.49, 3.39, 0.18, 3.13, 0.78, -2.74, 0.57, 2.80, 0.72, 3.37, 0.72, -1.61, 0.26, 4.16, 0.74, 3.01, 1.25, 0.06, 0.62, 3.27, 0.39, 3.69, 0.50, 0.08, 1.25, 0.10, 1.00, 0.22, 0.47, 4.19, 0.65, 4.55, 0.76, 3.18, 1.38, -8.66, 0.97, 0.12, 1.04, 2.50, -0.00, 0.01, 0.90, 3.86, 1.17, -1.34, 0.51, 0.19, 0.84, 0.27, 0.46, 0.41, 0.02, -21.39, 0.58, -3.75, 0.02, 1.01, 1.20, 0.06, 1.05, 0.10, 14.7503, 11.3184, 3.6707, -13.8595, 10.3221, 15.8476, -7.5449, 7.0577, 14.5239, 0.4698, 16.1082, 9.3887, -3.0187, 0.8170, 1.4390, 12.9400, 19.3111, 15.7221, -77.8443, 1.4699, 16.8421, -0.0000, 22.5262, -13.3083, 0.6474, 1.4905, 1.2387, -2.1456, -13.1536, 0.1157, 0.4464, 0.6989, 0
300.4380, 0.86, 3.00, 0.50, 3.21, 0.17, 3.31, 0.77, -1.47, 0.56, 2.40, 0.71, 3.71, 0.72, -1.77, 0.26, 4.01, 0.73, 3.35, 1.26, 0.09, 0.73, 3.36, 0.40, 3.85, 0.52, 0.08, 1.24, 0.12, 1.00, 0.19, 0.47, 4.00, 0.64, 4.96, 0.76, 2.83, 1.37, -8.38, 0.97, 0.12, 1.03, 2.23, -0.00, 0.02, 0.91, 3.73, 1.15, -1.12, 0.50, 0.18, 0.85, 0.23, 0.45, 0.42, 0.02, -21.40, 0.57, -3.56, 0.02, 1.05, 1.21, 0.06, 1.03, 0.10, 16.8110, 10.5761, 3.7217, -7.3806, 8.8260, 17.2669, -8.2437, 6.7640, 15.9975, 0.7658, 16.3798, 10.0449, -0.2781, 0.9440, 1.2148, 12.2897, 20.7278, 14.0443, -74.9417, 0.8762, 15.0287, -0.0000, 21.9580, -8.9687, 0.5969, 1.2682, 1.2282, -2.1850, -12.9999, 0.1291, 0.4681, 0.6764, 0
305.0430, 0.86, 2.42, 0.49, 3.52, 0.18, 3.00, 0.76, -1.10, 0.55, 2.63, 0.72, 3.37, 0.71, -1.44, 0.27, 3.90, 0.73, 3.18, 1.27, 0.07, 0.75, 3.11, 0.39, 3.91, 0.51, 0.08, 1.23, 0.09, 0.99, 0.23, 0.48, 3.95, 0.64, 4.69, 0.75, 3.24, 1.36, -8.00, 0.98, 0.15, 1.02, 2.52, -0.00, 0.00, 0.90, 4.04, 1.14, -1.00, 0.51, 0.15, 0.84, 0.30, 0.46, 0.37, 0.02, -21.37, 0.55, -3.28, 0.02, 0.98, 1.20, 0.08, 1.04, 0.08, 13.5199, 11.2811, 3.5249, -5.4010, 9.4935, 15.8480, -6.6578, 6.8457, 15.1714, 0.5401, 15.3155, 10.0365, 0.1724, 0.6907, 1.4858, 12.4032, 19.5709, 15.9090, -70.9966, 0.9960, 16.8123, -0.0000, 23.6168, -7.5615, 0.4885, 1.6728, 1.1046, -2.2811, -11.8156, 0.1085, 0.5989, 0.5669, 0
309.6490, 0.87, 2.14, 0.49, 3.49, 0.19, 3.18, 0.75, -1.45, 0.54, 2.86, 0.73, 3.39, 0.71, -1.64, 0.26, 4.25, 0.74, 3.01, 1.26, 0.08, 0.75, 3.37, 0.40, 3.63, 0.52, 0.08, 1.22, 0.10, 0.99, 0.21, 0.47, 4.21, 0.65, 4.55, 0.75, 3.07, 1.35, -7.52, 0.98, 0.14, 1.01, 2.72, -0.00, 0.07, 0.90, 3.79, 1.13, -0.75, 0.52, 0.19, 0.83, 0.35, 0.45, 0.41, 0.02, -21.39, 0.54, -3.11, 0.02, 1.01, 1.19, 0.06, 1.04, 0.11, 12.0650, 11.1172, 4.0074, -7.1217, 10.1115, 16.1988, -7.5422, 7.2064, 14.5525, 0.6343, 16.4091, 9.5113, 0.2537, 0.7760, 1.3190, 12.9296, 19.2592, 15.0752, -66.2566, 0.9118, 17.9634, -0.0000, 22.1410, -5.5444, 0.6491, 1.9006, 1.2059, -2.2068, -11.0379, 0.1108, 0.4857, 0.7679, 0
314.2550, 0.86, 2.46, 0.50, 3.25, 0.20, 3.08, 0.74, -1.01, 0.55, 2.46, 0.73, 3.68, 0.69, -1.41, 0.27, 3.84, 0.74, 3.30, 1.25, 0.05, 0.74, 3.38, 0.39, 3.89, 0.53, 0.10, 1.21, 0.10, 1.00, 0.20, 0.47, 3.88, 0.64, 4.97, 0.76, 2.85, 1.34, -7.09, 0.97, 0.14, 1.01, 2.50, -0.00, 0.06, 0.89, 3.98, 1.12, -0.68, 0.51, 0.18, 0.83, 0.29, 0.44, 0.39, 0.02, -21.37, 0.53, -3.02, 0.02, 1.02, 1.18, 0.08, 1.03, 0.12, 13.7545, 10.5973, 4.1009, -4.8954, 8.8204, 17.3991, -6.3582, 6.7583, 15.8069, 0.3755, 16.1956, 9.9906, 0.3287, 0.7830, 1.3031, 11.9479, 20.8095, 14.1354, -61.9287, 0.8884, 16.5077, -0.0000, 22.9442, -4.9258, 0.6092, 1.5782, 1.1030, -2.0979, -10.4513, 0.1200, 0.5914, 0.7941, 0
318.8600, 0.86, 2.33, 0.49, 3.46, 0.22, 2.88, 0.73, -0.87, 0.54, 2.76, 0.73, 3.35, 0.68, -1.10, 0.28, 3.87, 0.73, 3.15, 1.25, 0.11, 0.74, 3.13, 0.38, 3.95, 0.53, 0.08, 1.20, 0.10, 0.99, 0.22, 0.48, 3.90, 0.64, 4.71, 0.75, 3.22, 1.33, -6.68, 0.96, 0.12, 1.00, 2.82, -0.00, 0.01, 0.88, 4.26, 1.11, -0.41, 0.50, 0.18, 0.82, 0.37, 0.43, 0.41, 0.01, -21.38, 0.52, -2.82, 0.02, 0.97, 1.18, 0.08, 1.02, 0.12, 13.0107, 11.0568, 4.0810, -4.1563, 9.7646, 16.0056, -4.9061, 7.0612, 15.0601, 0.8803, 15.1523, 9.8548, 0.2840, 0.7779, 1.3974, 12.2413, 19.6961, 15.8427, -57.8971, 0.7710, 18.3986, -0.0000, 24.2890, -2.9773, 0.5890, 1.9473, 1.1535, -2.0816, -9.5650, 0.1070, 0.6085, 0.7980, 0
323.4650, 0.87, 2.05, 0.49, 3.53, 0.21, 3.05, 0.74, -0.94, 0.53, 3.04, 0.75, 3.26, 0.68, -1.25, 0.27, 4.10, 0.74, 2.94, 1.25, 0.12, 0.74, 3.32, 0.39, 3.67, 0.53, 0.05, 1.20, 0.08, 1.00, 0.22, 0.47, 4.17, 0.65, 4.50, 0.75, 3.19, 1.32, -6.21, 0.97, 0.14, 0.99, 3.07, -0.00, 0.02, 0.87, 4.06, 1.10, -0.15, 0.51, 0.16, 0.81, 0.36, 0.42, 0.44, 0.02, -21.38, 0.51, -2.67, 0.02, 0.99, 1.18, 0.06, 1.02, 0.12, 11.6275, 11.2391, 4.1362, -4.5681, 10.5282, 15.8244, -5.5517, 7.2587, 14.2110, 0.9629, 15.9071, 9.3650, 0.1619, 0.6526, 1.4245, 12.8197, 19.0672, 15.6364, -53.3388, 0.8649, 19.7989, -0.0000, 23.0921, -1.0900, 0.5435, 1.8995, 1.1776, -2.1715, -8.8626, 0.1043, 0.4842, 0.7991, 0
328.0700, 0.86, 2.08, 0.50, 3.44, 0.20, 3.24, 0.75, -1.96, 0.53, 3.07, 0.74, 3.46, 0.69, -1.54, 0.26, 4.30, 0.74, 3.01, 1.25, 0.09, 0.73, 3.49, 0.40, 3.55, 0.54, 0.02, 1.21, 0.11, 1.01, 0.19, 0.46, 4.34, 0.66, 4.42, 0.76, 3.00, 1.31, -5.69, 0.96, 0.14, 0.98, 3.19, -0.00, 0.00, 0.88, 3.78, 1.08, 0.02, 0.50, 0.21, 0.80, 0.41, 0.40, 0.49, 0.02, -21.33, 0.50, -2.53, 0.02, 1.00, 1.16, 0.03, 1.02, 0.10, 11.6313, 11.2041, 4.1435, -9.6107, 10.5980, 16.6048, -6.9327, 7.3033, 14.3964, 0.7053, 16.4709, 9.2538, 0.0858, 0.9009, 1.2254, 13.0769, 18.9986, 14.8972, -48.3836, 0.8723, 20.3588, -0.0000, 21.7300, 0.1709, 0.6874, 2.1264, 1.2857, -2.1827, -8.1862, 0.1085, 0.2067, 0.6884, 0
332.6750, 0.85, 2.25, 0.51, 3.27, 0.19, 3.42, 0.75, -2.09, 0.53, 2.93, 0.73, 3.63, 0.70, -1.71, 0.26, 4.28, 0.72, 3.12, 1.27, 0.03, 0.71, 3.58, 0.41, 3.49, 0.55, 0.07, 1.23, 0.12, 1.01, 0.13, 0.46, 4.29, 0.65, 4.64, 0.77, 2.80, 1.30, -5.25, 0.95, 0.12, 0.98, 3.05, -0.00, 0.05, 0.90, 3.58, 1.07, 0.14, 0.49, 0.22, 0.80, 0.30, 0.39, 0.48, 0.02, -21.32, 0.49, -2.45, 0.02, 1.00, 1.15, 0.10, 1.02, 0.13, 12.4157, 10.8893, 4.1243, -10.2720, 10.0953, 17.1529, -7.8178, 7.2263, 14.6875, 0.2550, 16.6287, 9.4198, 0.2539, 0.9502, 0.8636, 12.8695, 19.7300, 14.1220, -44.3150, 0.7610, 19.4192, -0.0000, 20.8534, 0.9576, 0.6989, 1.5793, 1.2267, -2.0916, -7.7644, 0.1139, 0.7850, 0.8913, 0
337.2800, 0.84, 2.52, 0.52, 3.10, 0.18, 3.37, 0.75, -1.22, 0.54, 2.60, 0.72, 3.80, 0.69, -1.62, 0.27, 4.11, 0.71, 3.37, 1.26, 0.02, 0.71, 3.55, 0.41, 3.73, 0.54, 0.06, 1.24, 0.09, 1.00, 0.19, 0.47, 4.03, 0.64, 4.99, 0.79, 2.60, 1.28, -4.81, 0.93, 0.17, 0.99, 2.71, -0.00, 0.08, 0.91, 3.61, 1.07, -0.06, 0.49, 0.22, 0.82, 0.27, 0.38, 0.50, 0.02, -21.37, 0.47, -2.39, 0.02, 1.05, 1.15, 0.07, 1.02, 0.12, 13.7566, 10.5615, 4.0063, -5.9106, 9.1530, 17.7513, -7.3043, 7.2345, 15.6234, 0.1784, 16.4396, 9.8657, 0.2178, 0.6979, 1.2272, 12.3430, 20.9327, 13.3390, -40.2167, 1.0362, 17.3949, -0.0000, 21.3016, -0.4211, 0.7008, 1.4200, 1.2330, -2.2664, -7.3710, 0.1148, 0.5058, 0.8152, 0
341.8850, 0.83, 2.67, 0.54, 3.15, 0.19, 3.11, 0.74, -0.70, 0.55, 2.38, 0.72, 3.75, 0.68, -1.30, 0.28, 3.80, 0.70, 3.43, 1.25, 0.07, 0.71, 3.34, 0.40, 3.99, 0.53, 0.06, 1.25, 0.11, 0.99, 0.23, 0.48, 3.76, 0.63, 5.11, 0.80, 2.67, 1.27, -4.45, 0.93, 0.15, 1.00, 2.53, -0.00, 0.08, 0.90, 3.87, 1.06, -0.04, 0.48, 0.24, 0.81, 0.36, 0.38, 0.43, 0.02, -21.40, 0.46, -2.27, 0.02, 1.02, 1.16, 0.08, 1.01, 0.10, 14.3827, 11.0149, 3.9293, -3.3688, 8.5514, 17.4628, -5.8038, 6.9439, 15.6616, 0.5693, 15.4523, 10.2632, 0.2082, 0.9319, 1.4920, 11.7986, 21.0096, 13.8748, -36.8624, 0.8831, 16.4910, -0.0000, 22.6320, -0.3004, 0.7387, 1.9007, 1.0695, -2.2049, -6.8312, 0.1201, 0.5900, 0.6853, 0
346.4910, 0.83, 2.60, 0.53, 3.37, 0.21, 2.89, 0.72, -0.53, 0.54, 2.66, 0.72, 3.44, 0.67, -0.90, 0.29, 3.68, 0.70, 3.29, 1.24, 0.08, 0.72, 3.11, 0.39, 3.96, 0.52, 0.06, 1.26, 0.10, 0.98, 0.22, 0.49, 3.76, 0.63, 4.84, 0.79, 2.96, 1.26, -4.08, 0.94, 0.12, 0.99, 2.84, -0.00, 0.01, 0.89, 4.13, 1.05, 0.26, 0.48, 0.22, 0.80, 0.41, 0.38, 0.39, 0.01, -21.38, 0.45, -2.11, 0.02, 0.97, 1.17, 0.06, 1.02, 0.13, 13.9496, 11.6268, 3.8670, -2.5148, 9.4257, 16.1950, -3.9438, 6.9943, 14.9864, 0.6345, 14.6028, 10.1583, 0.2034, 0.8423, 1.4143, 12.1089, 19.8394, 15.2460, -33.4440, 0.7560, 18.3016, -0.0000, 23.8460, 1.7666, 0.6924, 2.1302, 0.9568, -2.0079, -6.1873, 0.1070, 0.4811, 0.8913, 0
351.0950, 0.83, 2.23, 0.52, 3.46, 0.22, 3.05, 0.72, -0.96, 0.53, 3.04, 0.73, 3.31, 0.67, -1.05, 0.28, 4.15, 0.71, 2.96, 1.25, 0.05, 0.71, 3.33, 0.40, 3.69, 0.53, 0.08, 1.28, 0.08, 0.98, 0.20, 0.49, 4.16, 0.64, 4.52, 0.78, 3.11, 1.25, -3.58, 0.94, 0.12, 0.98, 3.12, -0.00, 0.00, 0.89, 3.89, 1.04, 0.63, 0.48, 0.19, 0.78, 0.45, 0.37, 0.46, 0.01, -21.36, 0.44, -1.89, 0.02, 1.00, 1.17, 0.11, 1.02, 0.11, 12.1096, 11.6437, 4.3293, -4.4821, 10.5306, 15.7887, -4.5766, 7.6713, 13.6700, 0.3787, 15.5154, 9.6656, 0.2636, 0.6951, 1.2956, 13.1613, 18.8588, 15.7824, -29.1433, 0.7416, 19.9387, -0.0000, 22.4659, 4.2317, 0.5820, 2.3075, 1.1109, -1.9730, -5.3935, 0.1043, 0.8390, 0.7038, 0
355.7010, 0.83, 2.44, 0.53, 3.21, 0.21, 3.31, 0.71, -0.74, 0.53, 2.79, 0.73, 3.72, 0.68, -1.43, 0.28, 4.16, 0.70, 3.26, 1.27, 0.06, 0.70, 3.57, 0.41, 3.65, 0.53, 0.06, 1.27, 0.10, 0.99, 0.18, 0.48, 4.13, 0.63, 4.85, 0.79, 2.75, 1.24, -3.13, 0.96, 0.14, 0.98, 2.90, -0.00, 0.03, 0.90, 3.51, 1.03, 0.72, 0.47, 0.20, 0.78, 0.41, 0.36, 0.49, 0.02, -21.36, 0.43, -1.85, 0.02, 1.05, 1.17, 0.07, 1.02, 0.08, 13.1126, 10.9869, 4.4783, -3.4375, 9.5995, 17.5670, -6.3055, 7.6606, 14.8958, 0.4756, 16.3425, 9.8509, 0.2158, 0.8033, 1.1815, 13.0205, 19.9794, 14.1085, -25.2477, 0.8528, 18.5120, -0.0000, 20.4898, 4.8289, 0.6022, 2.0824, 1.1465, -2.1522, -5.1335, 0.1230, 0.5190, 0.5621, 0
360.3060, 0.81, 2.74, 0.54, 3.14, 0.22, 3.05, 0.70, -0.37, 0.54, 2.50, 0.72, 3.72, 0.67, -1.12, 0.29, 3.83, 0.69, 3.44, 1.28, 0.04, 0.70, 3.45, 0.41, 3.91, 0.52, 0.08, 1.28, 0.12, 1.00, 0.20, 0.50, 3.84, 0.62, 5.03, 0.80, 2.63, 1.23, -2.84, 0.97, 0.12, 0.99, 2.70, -0.00, 0.07, 0.89, 3.84, 1.03, 0.52, 0.45, 0.20, 0.77, 0.43, 0.36, 0.43, 0.02, -21.33, 0.42, -1.77, 0.02, 1.01, 1.16, 0.08, 1.03, 0.10, 14.5282, 10.9388, 4.3347, -1.7058, 8.7766, 17.5484, -4.8975, 7.2923, 15.4357, 0.3574, 15.7201, 10.3323, 0.2610, 0.9667, 1.2818, 12.3837, 20.3147, 13.6550, -22.6729, 0.7749, 17.3637, -0.0000, 22.1781, 3.4797, 0.5899, 2.1876, 1.0004, -2.2712, -4.7989, 0.1241, 0.5881, 0.6562, 0
