Voltage Range (V): ,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
254.2500, 0.01, 0.72, 0.77, 2.66, 0.01, -1573839.62, 0.42, 4.10, -28973.63, -33.47, -111.51, 2.91, 1.26, 1818354.12, 0.81, 2.35, 0.67, 2.88, 0.69, -1381.06, 0.58, 0.02, -1584424.50, 3.27, 0.36, -10.95, 0.73, -3.77, 24851.06, 2.89, -31.68, 2.62, 0.47, -122219.90, -32303.41, -351115.28, 0.60, 2.25, 1.16, -2.54, -30960.32, 1.68, 0.54, 2.06, 0.77, 3.19, -1852.14, 3.22, 0.81, 2.88, 0.89, 2.45, 1.45, 0.04, 0.36, 3.35, 1.27, -237097.76, nan, -3683302.25, 0.79, -24557.73, 0.06, 3.39, -3.9048, 500.3182, 0.0272, 11.1787, -249.2447, nan, 0.5187, 12.3953, 12.4564, 0.2007, 0.0764, 13.5323, 8.4490, -2070985.0000, 5.6372, 11.7025, 8.6741, 11.2671, 992918.8750, -15877.2929, 14231184.0000, 7.2751, 15.9989, 13.6835, -31251522.0000, 14.1409, 0.3524, -16051.1914, -0.1155, -62.8122, 10.5487, 1.4192, 0
258.8630, 0.01, 0.70, 0.77, 2.63, 0.01, -262306.21, 0.42, 4.15, -4828.43, -13.89, -17.97, 2.93, 1.26, 303059.03, 0.81, 2.36, 0.66, 2.83, 0.69, -230.16, 0.57, 0.02, -264070.25, 3.25, 0.38, 1.16, 0.74, -3.99, 4142.11, 2.88, -4.71, 2.64, 0.47, -20367.60, -5383.38, -58516.85, 0.60, 2.26, 1.17, -2.74, -5159.68, 1.73, 0.54, 2.08, 0.78, 3.17, -308.03, 3.24, 0.80, 2.93, 0.88, 2.51, 1.44, 0.06, 0.35, 3.34, 1.29, -39516.28, nan, -613883.68, 0.80, -4091.27, 0.06, 3.38, -0.6146, 94.3675, 0.0252, 11.2787, -74.3418, nan, 0.2234, 12.4285, 12.2305, 0.1079, 0.0747, 13.6544, 8.7507, -345180.3750, 5.8725, 11.7664, 8.6657, 11.3715, 165493.8906, -2663.9565, 2371867.7500, 7.3404, 16.0886, 16.1968, -5208574.5000, 14.2971, 0.5259, -2668.9414, 0.1203, -10.4687, 10.4882, 1.3892, 0
263.4740, 0.01, 0.67, 0.77, 2.64, 0.01, -43717.30, 0.42, 4.11, -804.23, -11.03, -2.38, 2.91, 1.25, 50509.89, 0.81, 2.38, 0.65, 2.87, 0.68, -38.36, 0.56, 0.02, -44011.14, 3.24, 0.39, 3.14, 0.75, -4.13, 690.62, 2.88, -0.21, 2.62, 0.47, -3392.20, -896.70, -9750.51, 0.60, 2.28, 1.18, -2.94, -859.57, 1.74, 0.54, 2.10, 0.77, 3.19, -50.68, 3.24, 0.79, 2.97, 0.86, 2.60, 1.43, 0.06, 0.33, 3.34, 1.30, -6586.03, nan, -102313.93, 0.80, -680.18, 0.06, 3.36, -0.0683, 26.7929, 0.0270, 11.1597, -47.3167, nan, 0.4435, 12.5221, 12.1964, 0.0180, 0.0729, 13.9138, 8.9188, -57547.0820, 6.0743, 11.7141, 8.7148, 11.3786, 27589.7832, -463.1657, 395315.5625, 7.4096, 16.0925, 16.6156, -868083.1250, 14.6379, 0.5548, -438.8282, 0.1612, -1.5859, 10.5646, 1.3629, 0
268.0820, 0.01, 0.69, 0.77, 2.64, 0.01, -7285.80, 0.42, 4.08, -133.52, -10.96, 0.21, 2.97, 1.26, 8418.37, 0.81, 2.35, 0.64, 2.93, 0.66, -6.34, 0.55, 0.09, -7334.63, 3.24, 0.40, 3.49, 0.76, -4.39, 115.38, 2.86, 0.53, 2.64, 0.47, -562.98, -148.92, -1622.77, 0.60, 2.28, 1.20, -3.09, -142.89, 1.77, 0.54, 2.08, 0.78, 3.22, -7.79, 3.19, 0.80, 2.91, 0.86, 2.57, 1.44, 0.04, 0.32, 3.34, 1.31, -1097.62, nan, -17052.29, 0.80, -111.71, 0.06, 3.36, 0.0248, 15.5304, 0.0304, 11.1123, -45.0831, nan, 0.4849, 12.3627, 12.2109, 0.2186, 0.3085, 14.1820, 9.2052, -9609.6142, 6.2340, 11.7570, 8.6724, 11.4366, 4605.7558, -97.5122, 65890.2421, 7.3534, 16.3448, 16.4278, -144667.9218, 14.4137, 0.4039, -67.3603, 0.4545, 0.0555, 10.3097, 1.3585, 0
272.6900, 0.01, 0.67, 0.77, 2.66, 0.01, -1213.88, 0.43, 4.08, -21.73, -11.01, 0.65, 2.94, 1.25, 1403.09, 0.81, 2.32, 0.64, 2.89, 0.67, -1.01, 0.54, 0.01, -1221.87, 3.19, 0.41, 3.48, 0.78, -4.51, 19.52, 2.84, 0.66, 2.64, 0.46, -91.46, -24.29, -268.16, 0.60, 2.10, 1.21, -3.32, -23.44, 1.75, 0.54, 2.05, 0.79, 3.15, -0.64, 3.18, 0.79, 2.94, 0.85, 2.63, 1.44, 0.06, 0.31, 3.34, 1.32, -182.94, nan, -2842.03, 0.80, -17.00, 0.06, 3.36, 0.0383, 13.7372, 0.0284, 11.3347, -45.0301, nan, 0.3516, 12.2382, 12.0056, 0.2557, 0.0514, 14.1868, 9.2911, -1620.7668, 6.4336, 11.7641, 8.6029, 11.3895, 774.3747, -38.3228, 10985.9179, 7.2264, 16.2656, 16.3965, -24098.7070, 14.5672, 0.5376, -5.6662, 0.0757, 0.1707, 10.0938, 1.3724, 0
277.2960, 0.01, 0.69, 0.77, 2.69, 0.01, -201.91, 0.44, 4.08, -3.10, -11.02, 0.72, 2.92, 1.24, 233.90, 0.81, 2.34, 0.63, 2.95, 0.66, -0.12, 0.52, 0.04, -203.06, 3.15, 0.42, 3.50, 0.79, -4.72, 3.55, 2.81, 0.68, 2.64, 0.47, -12.86, -3.52, -42.39, 0.60, 2.13, 1.22, -3.55, -3.54, 1.72, 0.54, 2.06, 0.78, 3.21, 0.55, 3.20, 0.80, 2.94, 0.84, 2.65, 1.45, 0.04, 0.32, 3.34, 1.33, -30.46, nan, -473.67, 0.81, -1.23, 0.06, 3.36, 0.0426, 13.6059, 0.0275, 11.6905, -44.9737, nan, 0.4617, 12.3045, 12.0681, 0.2582, 0.1221, 14.2159, 9.5627, -290.5110, 6.5487, 11.7653, 8.6538, 11.3696, 136.0818, -30.2691, 1835.1430, 7.2641, 16.3736, 16.4771, -4003.6696, 14.5465, 0.4058, 4.8772, 0.3027, 0.0285, 10.0886, 1.3601, 0
281.9020, 0.01, 0.68, 0.77, 2.65, 0.01, -33.25, 0.45, 4.08, 0.01, -11.04, 0.73, 2.90, 1.25, 39.03, 0.81, 2.34, 0.63, 2.96, 0.67, 0.01, 0.51, 0.02, -33.25, 3.12, 0.43, 3.48, 0.80, -4.92, 0.90, 2.78, 0.68, 2.64, 0.47, 0.24, -0.06, -4.77, 0.60, 2.22, 1.23, -3.78, -0.22, 1.74, 0.54, 2.06, 0.78, 3.18, 0.75, 3.22, 0.79, 2.97, 0.83, 2.74, 1.45, 0.04, 0.33, 3.34, 1.35, -5.08, nan, -78.95, 0.82, 1.39, 0.06, 3.36, 0.0422, 13.3326, 0.0274, 12.0333, -44.9846, nan, 0.4832, 12.3254, 12.0404, 0.1894, 0.0756, 14.3755, 9.8341, -69.9814, 6.7341, 11.7769, 8.6623, 11.3663, 29.9880, -30.6189, 310.0696, 7.2704, 16.2218, 16.5765, -654.4915, 14.7948, 0.3812, 6.8084, 0.0505, 0.0047, 10.2050, 1.3580, 0
286.5050, 0.01, 0.70, 0.77, 2.64, 0.01, -5.14, 0.46, 4.01, 0.51, -10.74, 0.73, 2.92, 1.24, 6.57, 0.81, 2.36, 0.63, 2.96, 0.68, 0.02, 0.50, 0.05, -4.96, 3.19, 0.45, 3.48, 0.79, -4.84, 0.47, 2.76, 0.69, 2.62, 0.47, 2.46, 0.53, 1.47, 0.60, 2.24, 1.24, -3.98, 0.34, 1.74, 0.54, 2.08, 0.79, 3.15, 0.78, 3.24, 0.80, 2.91, 0.83, 2.74, 1.46, 0.06, 0.34, 3.31, 1.36, -0.83, nan, -13.12, 0.82, 1.82, 0.06, 3.36, 0.0432, 13.2871, 0.0294, 12.1010, -43.1596, nan, 0.6180, 12.3862, 12.0869, 0.1060, 0.1751, 14.4878, 10.0908, -32.2825, 6.8682, 11.7158, 8.7647, 11.3821, 12.3261, -32.2952, 55.8907, 7.3302, 16.2451, 16.6649, -96.4745, 14.7346, 0.5380, 7.2877, 0.1558, 0.3232, 10.1515, 1.3577, 0
291.1080, 0.01, 0.70, 0.77, 2.64, 0.01, -0.46, 0.48, 3.99, 0.59, -10.29, 0.73, 2.97, 1.23, 1.16, 0.81, 2.38, 0.63, 2.94, 0.70, 0.02, 0.49, 0.04, -0.25, 3.18, 0.46, 3.46, 0.78, -4.64, 0.41, 2.74, 0.69, 2.60, 0.47, 2.81, 0.63, 2.48, 0.60, 2.17, 1.26, -4.21, 0.43, 1.74, 0.54, 2.06, 0.80, 3.12, 0.79, 3.24, 0.79, 2.95, 0.82, 2.76, 1.46, 0.06, 0.35, 3.28, 1.37, -0.14, nan, -2.14, 0.82, 1.87, 0.06, 3.34, 0.0434, 13.2795, 0.0256, 12.3728, -40.6300, nan, 0.6343, 12.5150, 12.0265, 0.0937, 0.1344, 14.4170, 10.3253, -24.7982, 7.0396, 11.6312, 8.7313, 11.4306, 9.1206, -34.4581, 13.5275, 7.2814, 16.3522, 16.6937, -3.4036, 14.6584, 0.5636, 7.5437, 0.0260, 0.5377, 10.0291, 1.3509, 0
295.7110, 0.01, 0.67, 0.77, 2.62, 0.01, 0.32, 0.49, 3.98, 0.59, -9.91, 0.73, 2.93, 1.23, 0.26, 0.81, 2.33, 0.63, 2.92, 0.69, 0.02, 0.48, 0.01, 0.54, 3.20, 0.47, 3.48, 0.77, -4.44, 0.41, 2.74, 0.68, 2.62, 0.47, 2.87, 0.64, 2.68, 0.60, 2.16, 1.27, -4.44, 0.44, 1.69, 0.54, 2.04, 0.82, 3.12, 0.79, 3.21, 0.78, 2.99, 0.82, 2.76, 1.46, 0.03, 0.37, 3.26, 1.38, -0.01, nan, -0.34, 0.81, 1.94, 0.06, 3.34, 0.0414, 13.1944, 0.0291, 12.6603, -38.3856, nan, 0.6375, 12.2329, 11.9357, 0.0901, 0.0224, 14.4947, 10.6409, -22.4010, 7.2343, 11.6686, 8.7257, 11.3928, 8.5957, -36.6319, 6.3218, 7.2233, 16.5596, 16.5267, 12.0972, 14.6577, 0.2523, 7.7745, 0.1543, 0.2511, 10.2533, 1.3499, 0
300.3130, 0.01, 0.69, 0.77, 2.64, 0.01, 0.44, 0.50, 3.98, 0.58, -9.45, 0.73, 2.90, 1.23, 0.08, 0.81, 2.19, 0.62, 2.99, 0.70, 0.07, 0.46, 0.07, 0.67, 3.17, 0.48, 3.41, 0.76, -4.32, 0.42, 2.66, 0.68, 2.60, 0.47, 2.86, 0.63, 2.76, 0.59, 2.26, 1.26, -4.27, 0.45, 1.73, 0.54, 2.06, 0.81, 3.17, 0.79, 3.20, 0.79, 2.97, 0.81, 2.76, 1.47, 0.05, 0.38, 3.26, 1.39, 0.02, nan, -0.06, 0.80, 1.96, 0.06, 3.32, 0.0431, 13.2641, 0.0245, 12.9843, -35.9389, nan, 0.3729, 11.5045, 11.9844, 0.3181, 0.2037, 14.3567, 10.7098, -21.3242, 7.2404, 11.6010, 8.8478, 11.4264, 8.7329, -35.0443, 5.2661, 7.2636, 16.6670, 16.4989, 14.7303, 14.4659, 0.5202, 7.9968, 0.1773, 0.0418, 10.1797, 1.3429, 0
304.9150, 0.01, 0.72, 0.77, 2.62, 0.01, 0.47, 0.51, 3.98, 0.57, -9.06, 0.73, 2.92, 1.24, 0.08, 0.81, 2.20, 0.62, 2.95, 0.71, 0.06, 0.45, 0.06, 0.70, 3.13, 0.49, 3.42, 0.74, -4.10, 0.43, 2.64, 0.68, 2.65, 0.49, 2.88, 0.63, 2.78, 0.58, 2.33, 1.25, -4.03, 0.45, 1.69, 0.54, 2.06, 0.80, 3.21, 0.79, 3.22, 0.78, 2.98, 0.79, 2.81, 1.47, 0.08, 0.39, 3.24, 1.41, 0.00, nan, 0.01, 0.79, 2.01, 0.06, 3.35, 0.0444, 13.1919, 0.0290, 13.2800, -33.7450, nan, 0.5996, 11.5679, 11.8057, 0.2843, 0.1803, 14.4125, 10.9959, -19.8630, 7.3905, 11.6505, 9.1202, 11.4325, 8.7858, -32.7801, 4.9449, 7.2791, 16.6780, 16.5802, 15.0351, 14.5238, 0.7242, 8.2036, 0.0301, 0.1684, 10.3038, 1.3552, 0
309.5170, 0.01, 0.72, 0.77, 2.62, 0.01, 0.48, 0.53, 3.93, 0.56, -8.64, 0.73, 2.90, 1.24, 0.08, 0.81, 2.30, 0.63, 2.91, 0.72, 0.03, 0.45, 0.08, 0.72, 3.10, 0.51, 3.37, 0.73, -3.90, 0.44, 2.57, 0.66, 2.71, 0.50, 2.83, 0.64, 2.73, 0.57, 2.39, 1.24, -3.80, 0.46, 1.68, 0.54, 2.08, 0.80, 3.22, 0.79, 3.19, 0.79, 2.95, 0.78, 2.87, 1.47, 0.05, 0.40, 3.27, 1.42, 0.00, nan, 0.02, 0.79, 2.03, 0.06, 3.33, 0.0446, 13.1798, 0.0255, 13.4341, -31.5595, nan, 0.6374, 12.1256, 11.8562, 0.1260, 0.2259, 14.5062, 11.1161, -18.5978, 7.3947, 11.7009, 9.1777, 11.3931, 8.8362, -30.6517, 4.9934, 7.3410, 16.6657, 16.4218, 15.1340, 14.5912, 0.4394, 8.5511, 0.0050, 0.1895, 10.4187, 1.3438, 0
314.1200, 0.01, 0.70, 0.77, 2.62, 0.01, 0.48, 0.54, 3.92, 0.55, -8.22, 0.74, 2.90, 1.23, 0.10, 0.81, 2.28, 0.64, 2.90, 0.71, 0.07, 0.45, 0.06, 0.73, 3.08, 0.52, 3.34, 0.72, -3.72, 0.45, 2.55, 0.66, 2.67, 0.51, 2.77, 0.65, 2.65, 0.56, 2.43, 1.23, -3.53, 0.45, 1.71, 0.54, 2.06, 0.80, 3.19, 0.79, 3.21, 0.80, 2.89, 0.77, 2.89, 1.47, 0.04, 0.41, 3.23, 1.43, 0.02, nan, 0.00, 0.79, 2.02, 0.06, 3.32, 0.0436, 13.1779, 0.0270, 13.6806, -29.4266, nan, 0.7708, 12.0327, 12.0283, 0.3293, 0.1845, 14.6845, 11.3132, -17.4660, 7.5128, 11.5057, 9.2160, 11.2794, 8.8294, -28.2246, 4.9963, 7.2831, 16.5054, 16.5814, 15.0553, 14.5106, 0.3920, 8.7008, 0.1560, 0.0321, 10.3525, 1.3419, 0
318.7230, 0.01, 0.70, 0.77, 2.62, 0.01, 0.48, 0.55, 3.90, 0.54, -7.79, 0.73, 2.87, 1.23, 0.08, 0.81, 2.28, 0.65, 2.85, 0.72, 0.08, 0.45, 0.08, 0.73, 3.06, 0.53, 3.36, 0.71, -3.54, 0.47, 2.52, 0.67, 2.64, 0.52, 2.78, 0.66, 2.63, 0.55, 2.52, 1.21, -3.36, 0.44, 1.77, 0.54, 2.06, 0.79, 3.21, 0.79, 3.19, 0.79, 2.92, 0.76, 2.93, 1.47, 0.04, 0.42, 3.24, 1.44, 0.02, nan, 0.02, 0.79, 1.99, 0.06, 3.34, 0.0435, 13.1775, 0.0273, 13.9348, -27.2949, nan, 0.6613, 12.0271, 12.0462, 0.3695, 0.2266, 14.6345, 11.5919, -16.3160, 7.6581, 11.5617, 9.4469, 11.3600, 8.9535, -26.5413, 5.0336, 7.2918, 16.4416, 16.4221, 15.0515, 14.4596, 0.3841, 8.9538, 0.1828, 0.1694, 10.1712, 1.3483, 0
323.3250, 0.01, 0.70, 0.77, 2.59, 0.01, 0.48, 0.56, 3.87, 0.53, -7.36, 0.73, 2.86, 1.23, 0.06, 0.81, 2.31, 0.66, 2.86, 0.72, 0.08, 0.45, 0.08, 0.74, 3.04, 0.54, 3.36, 0.70, -3.29, 0.48, 2.50, 0.67, 2.62, 0.53, 2.76, 0.68, 2.60, 0.54, 2.50, 1.20, -3.13, 0.44, 1.73, 0.54, 2.09, 0.79, 3.19, 0.79, 3.20, 0.80, 2.90, 0.75, 2.89, 1.46, 0.02, 0.44, 3.24, 1.44, 0.00, nan, 0.02, 0.79, 1.90, 0.06, 3.32, 0.0434, 13.0097, 0.0294, 14.1258, -25.2425, nan, 0.5097, 12.2016, 12.3560, 0.3756, 0.2336, 14.7450, 11.8571, -14.9454, 7.7834, 11.5091, 9.6203, 11.5043, 8.8565, -24.4808, 5.0030, 7.3927, 16.4817, 16.4814, 15.1535, 14.1929, 0.2223, 9.2491, 0.0305, 0.1923, 9.8204, 1.3427, 0
327.9280, 0.01, 0.68, 0.77, 2.63, 0.01, 0.48, 0.57, 3.88, 0.51, -6.99, 0.73, 2.89, 1.22, 0.09, 0.81, 2.29, 0.67, 2.79, 0.72, 0.06, 0.45, 0.05, 0.74, 3.06, 0.55, 3.34, 0.69, -3.15, 0.49, 2.47, 0.68, 2.55, 0.54, 2.78, 0.67, 2.62, 0.53, 2.52, 1.19, -2.90, 0.44, 1.75, 0.54, 2.05, 0.80, 3.18, 0.79, 3.18, 0.81, 2.87, 0.75, 2.95, 1.47, 0.00, 0.45, 3.24, 1.46, 0.00, nan, 0.00, 0.79, 1.88, 0.06, 3.34, 0.0424, 13.2333, 0.0298, 14.4711, -23.3950, nan, 0.7438, 12.0552, 12.0942, 0.2980, 0.1368, 14.6445, 12.0743, -14.0477, 7.8924, 11.3735, 9.8523, 11.4084, 8.7570, -22.5185, 4.9951, 7.2595, 16.4883, 16.4190, 15.1826, 14.3086, 0.0371, 9.4812, 0.0051, 0.0320, 9.6478, 1.3485, 0
332.5300, 0.01, 0.68, 0.77, 2.56, 0.01, 0.48, 0.59, 3.88, 0.50, -6.55, 0.73, 2.93, 1.22, 0.08, 0.81, 2.28, 0.65, 2.85, 0.73, 0.08, 0.46, 0.02, 0.73, 3.11, 0.57, 3.32, 0.67, -2.96, 0.50, 2.43, 0.68, 2.58, 0.56, 2.76, 0.66, 2.65, 0.54, 2.47, 1.18, -2.68, 0.44, 1.76, 0.54, 2.06, 0.81, 3.20, 0.79, 3.16, 0.80, 2.91, 0.74, 2.91, 1.48, 0.05, 0.46, 3.19, 1.47, 0.02, nan, 0.00, 0.78, 2.00, 0.06, 3.31, 0.0422, 12.8515, 0.0278, 14.7814, -21.4178, nan, 0.6510, 12.0408, 12.1404, 0.3689, 0.0728, 14.6771, 12.2377, -12.9917, 7.9294, 11.3205, 10.0354, 11.3876, 8.7161, -20.6007, 5.0934, 7.2962, 16.7983, 16.3227, 15.2498, 14.0859, 0.4890, 9.6075, 0.1607, 0.0053, 10.0834, 1.3360, 0
337.1320, 0.01, 0.66, 0.77, 2.59, 0.01, 0.48, 0.60, 3.85, 0.49, -6.21, 0.73, 2.92, 1.21, 0.10, 0.81, 2.28, 0.66, 2.84, 0.75, 0.10, 0.47, 0.04, 0.73, 3.08, 0.58, 3.27, 0.66, -2.81, 0.52, 2.39, 0.68, 2.61, 0.56, 2.76, 0.65, 2.73, 0.55, 2.44, 1.17, -2.48, 0.45, 1.73, 0.55, 2.04, 0.81, 3.15, 0.79, 3.21, 0.80, 2.90, 0.75, 2.88, 1.49, 0.03, 0.47, 3.21, 1.47, 0.00, nan, 0.00, 0.79, 1.95, 0.06, 3.32, 0.0412, 13.0394, 0.0253, 14.9555, -19.7661, nan, 0.7674, 12.0384, 12.2748, 0.4672, 0.1153, 14.7129, 12.3062, -12.1116, 8.0123, 11.6399, 10.0778, 11.4908, 8.8094, -18.8773, 5.0129, 7.2523, 16.5319, 16.5784, 15.1746, 14.1432, 0.2440, 9.9254, 0.0268, 0.0009, 9.9639, 1.3407, 0
341.7340, 0.01, 0.69, 0.77, 2.58, 0.01, 0.48, 0.61, 3.81, 0.48, -5.82, 0.73, 2.90, 1.22, 0.07, 0.81, 2.28, 0.67, 2.82, 0.75, 0.05, 0.47, 0.07, 0.73, 3.05, 0.59, 3.25, 0.65, -2.62, 0.53, 1.70, 0.69, 2.55, 0.57, 2.71, 0.65, 2.70, 0.56, 2.37, 1.16, -2.31, 0.46, 1.67, 0.55, 2.06, 0.82, 3.12, 0.79, 3.19, 0.80, 2.92, 0.75, 2.86, 1.51, 0.02, 0.49, 3.15, 1.46, 0.02, nan, 0.02, 0.79, 1.87, 0.06, 3.32, 0.0430, 12.9868, 0.0291, 15.1180, -18.1107, nan, 0.5232, 12.0379, 12.2249, 0.2404, 0.2255, 14.5596, 12.4937, -11.0925, 5.8028, 11.3953, 10.0429, 11.3804, 8.7172, -17.4089, 4.9772, 7.3132, 16.6438, 16.4492, 15.2745, 14.0585, 0.2042, 9.9895, 0.1628, 0.1632, 9.6994, 1.3415, 0
346.3370, 0.01, 0.72, 0.77, 2.56, 0.01, 0.48, 0.62, 3.83, 0.46, -5.39, 0.73, 2.88, 1.22, 0.08, 0.81, 2.26, 0.65, 2.85, 0.74, 0.02, 0.47, 0.05, 0.72, 3.09, 0.60, 3.26, 0.64, -2.44, 0.53, 1.62, 0.68, 2.63, 0.58, 2.67, 0.64, 2.77, 0.58, 2.35, 1.14, -2.09, 0.47, 1.63, 0.54, 2.06, 0.82, 3.12, 0.79, 3.18, 0.80, 2.90, 0.75, 2.89, 1.50, 0.04, 0.50, 3.13, 1.45, 0.00, nan, 0.00, 0.79, 1.93, 0.06, 3.32, 0.0444, 12.9057, 0.0276, 15.5118, -16.3067, nan, 0.6153, 11.9498, 12.1622, 0.1197, 0.1407, 14.5713, 12.7735, -10.1436, 5.5559, 11.5662, 10.1211, 11.4488, 8.8233, -15.5475, 4.9765, 7.2963, 16.6624, 16.4418, 15.2037, 14.0442, 0.3585, 10.1637, 0.0271, 0.0272, 9.8916, 1.3417, 0
350.9390, 0.01, 0.72, 0.77, 2.58, 0.01, 0.50, 0.63, 3.81, 0.45, -5.00, 0.73, 2.90, 1.22, 0.08, 0.81, 2.26, 0.65, 2.88, 0.75, 0.07, 0.47, 0.04, 0.71, 3.17, 0.61, 3.21, 0.63, -2.21, 0.52, 1.74, 0.68, 2.59, 0.59, 2.63, 0.63, 2.76, 0.58, 2.31, 1.13, -1.90, 0.46, 1.65, 0.54, 1.99, 0.81, 3.12, 0.79, 3.18, 0.79, 2.92, 0.75, 2.88, 1.51, 0.06, 0.51, 3.14, 1.44, 0.02, nan, 0.02, 0.78, 1.99, 0.06, 3.29, 0.0446, 12.9874, 0.0243, 15.6894, -14.7747, nan, 0.6317, 11.9253, 12.2226, 0.3450, 0.1266, 14.6794, 12.8176, -9.0056, 5.8670, 11.5204, 10.1550, 11.3915, 8.7151, -14.0005, 4.9706, 7.0660, 16.4488, 16.4124, 15.0762, 14.1612, 0.5509, 10.4381, 0.1603, 0.1649, 10.0319, 1.3283, 0
355.5420, 0.01, 0.70, 0.77, 2.56, 0.01, 0.48, 0.65, 3.77, 0.44, -4.62, 0.73, 2.88, 1.21, 0.06, 0.81, 2.29, 0.65, 2.86, 0.75, 0.06, 0.47, 0.04, 0.72, 3.11, 0.63, 3.22, 0.62, -2.10, 0.51, 2.07, 0.68, 2.63, 0.61, 2.64, 0.65, 2.69, 0.57, 2.38, 1.12, -1.73, 0.45, 1.69, 0.55, 2.05, 0.80, 3.19, 0.79, 3.20, 0.80, 2.90, 0.75, 2.90, 1.52, 0.03, 0.52, 3.14, 1.44, 0.00, nan, 0.04, 0.77, 2.01, 0.06, 3.30, 0.0405, 12.9167, 0.0268, 15.8259, -13.2523, nan, 0.4969, 12.1071, 12.1618, 0.3012, 0.1242, 14.6049, 13.1155, -8.4277, 6.8269, 11.5986, 10.4086, 11.3165, 8.8244, -12.6647, 4.9441, 7.2728, 16.5692, 16.4934, 15.1707, 14.0614, 0.2564, 10.7292, 0.0267, 0.3483, 10.0339, 1.3327, 0
360.1450, 0.01, 0.72, 0.77, 2.61, 0.01, 0.48, 0.66, 3.76, 0.43, -4.30, 0.74, 2.88, 1.21, 0.06, 0.81, 2.28, 0.65, 2.84, 0.75, 0.03, 0.47, 0.04, 0.73, 3.07, 0.64, 3.17, 0.60, -1.85, 0.50, 2.18, 0.68, 2.64, 0.62, 2.62, 0.66, 2.65, 0.58, 2.35, 1.11, -1.56, 0.44, 1.78, 0.54, 2.04, 0.81, 3.15, 0.79, 3.18, 0.79, 2.93, 0.74, 2.90, 1.51, 0.07, 0.54, 3.12, 1.44, 0.02, nan, 0.02, 0.75, 1.97, 0.06, 3.33, 0.0440, 13.1569, 0.0231, 16.1425, -12.0455, nan, 0.4787, 12.0494, 12.0809, 0.1315, 0.1217, 14.6212, 13.2076, -7.2658, 7.0362, 11.6001, 10.5327, 11.3010, 8.8413, -11.2558, 5.0801, 7.2396, 16.5344, 16.4627, 15.1566, 14.0448, 0.6969, 10.8829, 0.1602, 0.2185, 9.6582, 1.3469, 0
