Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,ARDUINOID
0.7240,1.20,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1
1.4690,1.17,1.0240,0.0000,1.0240,-0.0500,1.0240,0.0000,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,-0.0500,1.0240,0.0000,1.0250,-0.0750,1.0240,0.0000,1.0250,-0.0750,1
2.2130,1.14,1.0240,0.0000,1.0260,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0260,0.0000,1.0240,0.0000,1.0250,0.0000,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1
2.9580,1.11,1.0900,0.0000,1.0900,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0940,0.0000,1.0940,0.0000,1.0900,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,-0.0750,1.0880,0.0000,1
3.7020,1.08,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0400,0.0000,1.0240,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,-0.0250,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1.0880,0.0000,1
4.4480,1.05,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,-0.0250,1.0240,-0.0750,1.0240,0.0000,1.0560,0.0000,1.0240,-0.1250,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1
5.1920,1.02,1.0240,0.0000,1.0240,0.0000,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0250,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1.0240,0.0000,1
5.9370,0.99,0.5760,0.0000,0.5780,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,-0.0750,0.5760,0.0000,0.5760,0.0000,0.6080,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,1
6.6810,0.96,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5770,0.0000,0.5760,0.0000,1
7.4260,0.93,0.5160,0.0000,0.5140,-0.0250,0.5160,0.0000,0.5160,-0.0250,0.5200,0.0000,0.5160,0.0000,0.5180,0.0000,0.5120,-0.0750,0.5120,0.0000,0.5160,0.0000,0.5120,0.0000,0.5440,-0.0500,0.5120,0.0000,0.5170,0.0000,0.5120,0.0000,0.5160,0.0000,1
8.1710,0.90,0.5280,-0.1000,0.5240,0.0000,0.5280,0.0000,0.5280,0.0000,0.5280,0.0000,0.5160,0.0000,0.5140,0.0000,0.5280,0.0000,0.5120,0.0000,0.5280,-0.0250,0.5240,0.0000,0.5160,-0.0500,0.5120,0.0000,0.5280,0.0000,0.5120,0.0000,0.5280,0.0000,1
8.9160,0.87,0.5930,0.0000,0.5920,0.0000,0.5920,0.0000,0.5920,0.0000,0.5930,0.0000,0.5920,0.0000,0.5800,0.0000,0.5920,0.0000,0.5760,0.0000,0.5920,0.0000,0.5890,0.0000,0.6040,0.0000,0.5770,0.0000,0.5920,0.0000,0.5760,0.0000,0.5930,0.0000,1
9.6600,0.84,0.5940,0.0000,0.5900,0.0000,0.5880,0.0000,0.5880,0.0000,0.5900,0.0000,0.5880,0.0000,0.5840,0.0000,0.5840,-0.0250,0.5760,0.0000,0.5920,0.0000,0.5840,0.0000,0.5800,0.0000,0.5780,0.0000,0.5920,0.0000,0.5820,0.0000,0.5880,0.0000,1
10.4040,0.81,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,-0.0500,0.5120,0.0000,0.5120,-0.0250,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,1
11.1500,0.78,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,-0.1000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5130,0.0000,0.5120,0.0000,0.5120,0.0000,0.5130,0.0000,0.5140,0.0000,0.5120,0.0000,1
11.8940,0.75,0.5120,0.0000,0.5140,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,-0.0500,0.5120,0.0000,0.5120,0.0000,0.5130,0.0000,0.5120,0.0000,0.5120,0.0000,0.5130,0.0000,0.5120,0.0000,0.5130,0.0000,0.5120,0.0000,0.5120,0.0000,1
12.6390,0.72,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5780,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5920,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,1
13.3840,0.69,0.5760,-0.0500,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5600,0.0000,0.5440,-0.0750,0.5760,0.0000,0.5760,-0.0250,0.5760,0.0000,0.5760,0.0000,0.5760,-0.0500,0.5760,0.0000,0.5760,0.0000,0.5770,0.0000,0.5760,-0.0250,1
14.1300,0.66,0.5120,-0.0500,0.5130,0.0000,0.5120,0.0000,0.5120,0.0000,0.5120,0.0000,0.5130,-0.0500,0.5120,-0.0500,0.5130,-0.0500,0.5140,0.0000,0.5120,0.0000,0.5120,-0.0500,0.5360,-0.1000,0.5130,0.0000,0.5130,0.0000,0.5130,0.0000,0.5120,0.0000,1
14.8750,0.63,0.5180,-0.1500,0.5140,-0.1250,0.5120,-0.0250,0.5180,0.0000,0.5180,0.0000,0.5130,-0.0500,0.5120,0.0000,0.5120,-0.0750,0.5160,-0.0250,0.5120,-0.1250,0.5120,0.0000,0.5120,-0.0500,0.5120,-0.0500,0.5120,0.0000,0.5120,0.0000,0.5140,0.0000,1
15.6210,0.60,0.5760,-0.1250,0.5760,0.0000,0.5760,0.0000,0.5760,-0.0500,0.5760,0.0000,0.5760,0.0000,0.5760,-0.0250,0.5760,-0.0750,0.5760,0.0000,0.5760,-0.0750,0.5760,-0.0750,0.6000,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,1
16.3660,0.57,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5770,0.0000,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5770,-0.0750,0.5770,-0.0500,0.5760,0.0000,0.5760,0.0000,0.5760,0.0000,0.5770,0.0000,0.5760,0.0000,0.5760,0.0000,1
17.1110,0.54,0.5240,0.0000,0.5240,0.0000,0.5280,0.0000,0.5280,0.0000,0.5280,0.0000,0.5220,0.0000,0.5180,0.0000,0.5280,0.0000,0.5120,0.0000,0.5240,0.0000,0.5280,0.0000,0.5440,0.0000,0.5120,0.0000,0.5240,0.0000,0.5120,0.0000,0.5240,0.0000,1
17.8560,0.51,0.5290,0.0000,0.5280,0.0000,0.5280,0.0000,0.5280,0.0000,0.5280,0.0000,0.5280,0.0000,0.5240,0.0000,0.5280,-0.0250,0.5120,-0.0250,0.5280,0.0000,0.5280,0.0000,0.5160,0.0000,0.5120,0.0000,0.5280,0.0000,0.5120,0.0000,0.5280,0.0000,1
18.6010,0.48,0.0810,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0660,0.0000,0.0810,0.0000,0.0800,0.0000,0.0930,0.0000,0.0640,0.0000,0.0820,-0.0500,0.0640,0.0000,0.0810,0.0000,1
19.3450,0.45,0.0740,-0.0250,0.0680,0.0000,0.0720,0.0000,0.0700,0.0000,0.0740,0.0000,0.0740,0.0000,0.0680,-0.0250,0.0640,0.0000,0.0640,0.0000,0.0720,0.0000,0.0640,0.0000,0.0640,0.0000,0.0700,0.0000,0.0720,0.0000,0.0640,0.0000,0.0640,0.0000,1
20.0890,0.42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
20.8330,0.39,0.0010,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0010,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,1
21.5770,0.36,0.0000,-0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0750,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
22.3220,0.33,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0960,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,1
23.0660,0.30,0.0650,-0.0500,0.0640,0.0000,0.0640,-0.0250,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0480,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0660,0.0000,0.0640,0.0000,1
23.8120,0.27,0.0080,0.0000,0.0020,0.0000,0.0040,0.0000,0.0040,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0020,-0.0500,1
24.5550,0.24,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0250,0.0000,0.0000,0.0000,-0.0250,0.0000,0.0000,0.0000,-0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
25.3000,0.21,0.0640,0.0000,0.0640,0.0000,0.0640,-0.0500,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0650,0.0000,0.0650,0.0000,0.0640,0.0000,0.0640,0.0000,0.0960,0.0000,0.0640,0.0000,0.0640,0.0000,0.0660,0.0000,0.0640,0.0000,1
26.0450,0.18,0.0800,0.0000,0.0680,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0640,0.0000,0.0680,0.0000,0.0640,0.0000,0.0640,0.0000,0.0720,0.0000,0.0640,0.0000,0.0720,0.0000,1
26.7890,0.15,0.0160,0.0000,0.0160,0.0000,0.0160,0.0000,0.0160,0.0000,0.0160,0.0000,0.0120,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0120,-0.0500,0.0160,0.0000,0.0320,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0160,-0.0250,1
27.5340,0.12,0.0160,0.0000,0.0160,0.0000,0.0170,0.0000,0.0170,0.0000,0.0160,0.0000,0.0160,0.0000,0.0160,0.0000,0.0160,-0.0500,0.0000,0.0000,0.0160,0.0000,0.0160,-0.0500,0.0050,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0170,-0.0750,1
28.2780,0.09,0.0880,0.0000,0.0800,0.0000,0.0660,0.0000,0.0840,-0.0500,0.0880,0.0000,0.0820,0.0000,0.0760,0.0000,0.0800,0.0000,0.0640,0.0000,0.0800,0.0000,0.0800,0.0000,0.0960,0.0000,0.0640,0.0000,0.0800,0.0000,0.0640,0.0000,0.0600,0.0000,1
